name	type	sub_type	entry	summary
	publication			Veneeta Dayal 2004 Number Marking and (in)Definiteness in Kind Terms
	publication			W. Snyder 2000 An Experimental Investigation of Syntactic Satiation Effects
	publication			Eric Potsdam 2021 Malagasy extraposition
	publication			Ray C. Dougherty 1970 A Grammar of Coördinate Conjoined Structures: I
	publication			J. HOEKSEMA 1984 TO BE CONTINUED: THE STORY OF THE COMPARATIVE
	publication			Ora Matushansky 2008 On the Attributive Nature of Superlatives
	publication			Ž. Bošković 2020 On smuggling, the freezing ban, labels, and tough-constructions
	publication			Valentine Hacquard 2010 On the event relativity of modal auxiliaries
	publication			L. Matthewson & Neda Todorovic & M. Schwan 2022 Future time reference and viewpoint aspect: Evidence from Gitksan
	publication			Sigrid Beck & Kyle B. Johnson 2004 Double Objects Again
	publication			Koichi Tateishi 1991 The Syntax of Subjects
	publication			M. Rivero 2009 Intensionality, high applicatives, and aspect: involuntary state constructions in Bulgarian and Slovenian
	publication			Göz Kaufmann 2022 In the thick of it: scope rivalry in past counterfactuals of Pomerano
	publication			C. Cecchetto & C. Donati 2010 On Labeling: Principle C and Head Movement
	publication			R. Levine 1985 Right node (non-)raising
	publication			N. England 1989 Comparing Mam (Mayan) Clause Structures: Subordinate versus Main Clauses
	publication			C. Cummins & U. Sauerland & S. Solt 2012 Granularity and scalar implicature in numerical expressions
	publication			Sigrid Beck 2020 Indeterminate pronouns in Old English: a compositional semantic analysis
	publication			M. Hackl & Jorie Koster-Hale & Jason Varvoutis 2012 Quantification and ACD: Evidence from Real-Time Sentence Processing
	publication			D. Napoli & M. Nespor 1979 The Syntax of Word-Initial Consonant Gemination in Italian
	publication			I. Elias 1959 Acoustical Resonances Produced by Combustion of a Fuel‐Air Mixture in a Rectangular Duct
	publication			B. Vaux & B. Samuels 2005 Laryngeal markedness and aspiration
	publication			M. Moens & Jonathan Calder & Ewan Klein & M. Reape & Henk Zeevat 1989 Expressing generalizations in unification-based grammar formalisms
	publication			Jon Barwise & Robin Cooper 1981 Generalized quantifiers and natural language
	publication			G. Morrill 2017 Grammar logicised: relativisation
	publication			Kaj Bostrom & Xinyu Zhao & Swarat Chaudhuri & Greg Durrett 2021 Flexible Generation of Natural Language Deductions
	publication			J. Nerbonne 2005 Interrogative Investigations: The Form, Meaning and Use of English Interrogatives (review)
	publication			John R. Moore 1998 Turkish Copy-Raising and A-chain Locality
	publication			H. Hoshi 1998 Passive, Causative, and Light Verbs: a Study on Theta Role Assignment
	publication			Andrés Soria-Ruiz 2022 On Mates's puzzle
	publication			E. Morgunova 2019 ‘Head of an XP’ fragments in Russian
	publication			Tomoki Sugimoto & Hitomi Yanaka 2022 Compositional Semantics and Inference System for Temporal Order based on Japanese CCG
	publication			Eri Tanaka & K. Mizutani & S. Solt 2019 Equative hodo and the Polarity Effects of Existential Semantics
	publication			Hajime Hoji 2010 Evaluating the Lexical Hypothesis about Otagai
	publication			Carson T. Schütze & E. Gibson 1999 Argumenthood and English Prepositional Phrase Attachment
	publication			Kyeong-min Kim & Chung-hye Han & Keir Moulton 2020 The syntax of Korean VP anaphora: an experimental investigation
	publication			Hayate Funakura & Koji Mineshima 2023 Computational Semantics and Evaluation Benchmark for Interrogative Sentences via Combinatory Categorial Grammar
	publication			N. Lan & Emmanuel Chemla & Roni Katzir 2024 Large Language Models and the Argument from the Poverty of the Stimulus
	publication			Coppe van Urk 2013 Visser’s Generalization: The Syntax of Control and the Passive
	publication			M. Tyler & J. Wood 2019 Microvariation in thehave yet toconstruction
	publication			K. Safir 1996 Semantic atoms of anaphora
	publication			Jonathan Aboshiha 2019 Blind Spot
	publication			F. X. Llore & G. Morrill 1995 Difference lists and difference bags for logic programming of categorial deduction
	publication			 2019 Dialetheism and the Sorites Paradox
	publication			Rosalind Thornton & A. Notley & V. Moscati & S. Crain 2016 Two negations for the price of one
	publication			Barbara Citko & Martina Gračanin-Yuksek 2016 Multiple (coordinated) (free) relatives
	publication			A. Doupe & P. Kuhl 1999 Birdsong and human speech: common themes and mechanisms.
Carpenter1997	publication			Bob Carpenter 1998 Type-Logical Semantics
Schwarz2000	publication			 2001 Topics in Ellipsis
Y.Hasegawa2018	publication			 2018 The Cambridge Handbook of Japanese Linguistics
Beaver2008	publication			Beaver, David I. and Clark, Brady C. 2008 Sense and sensitivity: How focus determinesmeaning
Nicol2003	publication			Nicol, Janet and Swinney, David 2003 The psycholinguistics of anaphora
TanakaTsoulas2006	publication			Tanaka, Hidekazu and Tsoulas, George 2006 Ellipsis and negative polarity
Teramura1991	publication			H. Teramura 1991 Nihongo-no Sintakusu-to Imi III (Japanese Syntax and Semantics III
Martin1978	publication			S. Martin 1978 A reference grammar of Japanese
Mikkelsen2005	publication			Line Mikkelsen 2005 Copular clauses: Specification, predication and equation
BiberConrad1999	publication			Douglas Biber & Susan Conrad 1999 Lexical Bundles in Conversation and Academic Prose
Chomsky1970	publication			Noam Chomsky 1970 Remarks on Nominalization
Lakoff1968	publication			Lakoff, George 1968 Pronouns and reference
Merchant2006b	publication			Merchant, Jason 2006 Small structures: A sententialist perspective
Morgan1973	publication			Jerry Morgan 1973 Sentence fragments and the notion 'sentence'
RodriguesEA2006	publication			Cilene Rodrigues and Andrew Nevins and Luis Vicente 2006 Cleaving the Interactions between Sluicing and Preposition Stranding
Savolainen2006	publication			Savolainen, Leena 2006 Interrogatives and negatives in Finnish Sign Language
Scha1981	publication			Scha, Remko 1981 Distributive, Collective and Cumulative Quantification
dikken2004a	publication			Dikken and Marcel 2004 Agreement and ‘clause union’
Weber1986	publication			David J. Weber 1986 Information perspective, profile, and patterns in Quechua
Gras2016	publication			Pedro Gras 2016 Revisiting the functional typology of insubordination: Insubordinate que-constructions in Spanish
Barbiers2000	publication			S. Barbiers 2000 The right-periphery in SOV-languages: English and Dutch
Chomsky2010	publication			Noam Chomsky 2010 The Evolution of Human Language: Some simple evo devo theses: how true might they be for language?
Rizzi2001	publication			L. Rizzi 2008 Relativized Minimality Effects
Traugott2007	publication			E. Traugott 2007 The concepts of constructional mismatch and type-shifting from the perspective of grammaticalization
Zwicky1982	publication			A. Zwicky 1982 Stranded to and phonological phrasing in English
Riemsdijk1985	publication			H. V. Riemsdijk & J. Toman 1985 On Pied-Piped Infinitives in German Relative Clauses
AnandBrasoveanu2010	publication			P. Anand & Adrian Brasoveanu 2010 Modal Concord as Modal Modification
Kim1976	publication			Jaegwon Kim 1976 Events as Property Exemplifications
StechowWunderlich1991	publication			Arnim von Stechow & D. Wunderlich 1991 Semantik / Semantics: Ein internationales Handbuch zeitgenössischer Forschung
Durrleman-Tame2008	publication			Stephanie Durrleman-Tame 2008 The Syntax of Jamaican Creole: A cartographic perspective
Geisler2002	publication			C. Geisler 2002 13. Investigating register variation in nineteenth-century English
Korhonen2006	publication			V. Ágel & L. Eichinger & Hans-Werner Eroms & P. Hellwig & H. Heringer & Henning Lobin & Guta Rau 2006 Valenzwandel am Beispiel des Deutschen
Slobin2000	publication			D. Slobin 2000 Verbalized events: A dynamic approach to linguistic relativity and determinism
Arnold2008	publication			Arnold, Doug and Borsley, Robert D. 2008 Non-restrictive relative clauses, ellipsis andanaphora
Hwang1998	publication			Jya-Lin Hwang 1998 A Comparative Study on the Grammaticalization of Saying Verbs in Chinese
Zeijlstra2007	publication			Hedde Zeijlstra 2007 Modal concord
Sugimoto2023JELS	publication			Yushi Sugimoto 2023 Movement and the Box Theory: An Overview of Current Issues in Minimalism
	publication			Staffan Larsson & Peter Ljunglöf & R. Cooper & E. Engdahl & Stina Ericsson 2000 GoDiS- An Accommodating Dialogue System
	publication			J. McCarthy & Alan S. Prince 1995 Faithfulness and reduplicative identity
	publication			F. Zwarts 1996 Facets Of Negation
	publication			Richard S. Kayne 1994 The Antisymmetry of Syntax
	publication			K. Takita 2006 Japanese Honorifics: Its Syntax and Morphology
	publication			F. Landman 1986 Towards a Theory of Information: The Status of Partial Objects in Semantics
	publication			H. Rullmann 2007 What does even even mean
	publication			I. Sag & T. Wasow 2011 Performance‐Compatible Competence Grammar
	publication			Henry M. Sheffer & C. Lewis 1920 A Survey Of Symbolic Logic
	publication			U. Sauerland & Jan Anderssen & Kazuko Yatsushiro 2005 The Plural Is Semantically Unmarked
	publication			Carol-Rose Little 2020 Left branch extraction, object shift, and freezing effects in Tumbalá Ch’ol
	publication			S. Keine 2020 Probes and Their Horizons
	publication			P. Menzies & P. Gärdenfors 2008 Knowledge in Flux: Modeling the Dynamics of Epistemic States
	publication			E. Manetta 2013 Copy theory in wh-in-situ languages: Sluicing in Hindi-Urdu
	publication			W. Wetzels & Danièle Torck 2009 Romance Languages and Linguistic Theory 2006: Selected Papers from 'Going Romance', Amsterdam7-9 december 2006.
	publication			Hee-Don Ahn & Sungeun Cho 2015 Ellipsis and Movement Asymmetries * 1
	publication			Hooi Ling Soh 2013 Voice and aspect: some notes from Malaysian Malay
	publication			Ž. Bošković 2013 Phases beyond Clauses
	publication			F. J. Fernández-Rubiera 2009 Clitics at the edge: Clitic placement in Western Iberian Romance languages
	publication			Michael B. Kac 1974 Explanatory adequacy and the Complex NP Constraint
	publication			Pilar P. Barbosa & D. Fox & P. Hagstrom & M. McGinnis & D. Pesetsky 1998 Is the best good enough
	publication			Höskuldur Thráinsson 1984 Different types of infinitival complements in Icelandic
	publication			D. Mason 2002 The Piano Tuner
	publication			John Grinder 1976 On deletion Phenomena in English
	publication			Dominika Dziubała-Szrejbrowska 2016 Aspects of morphosyntactic constraints on quantification in English and Polish
	publication			T. Alexopoulou & R. Folli 2011 Indefinite topics and the syntax of nominals in Italian and Greek
	publication			C. Barker 2008 Possessives and relational nouns
	publication			Ileana Paul 2002 On Extraction Asymmetries
	publication			A. Murtonen 1964 Broken plurals : origin and development of the system
	publication			Bridget Copley 2023 Reconciling Causal and Modal Representations for Two Salish Out of Control Forms
	publication			Jon Ander Mendia 2016 Conveying ignorance Ignorance inferences with superlative numeral modifiers
	publication			Kum-young Lee 2009 Finite Control in Korean.
	publication			A. Reyniers 2005 D’un continent à l’autre
	publication			Hisao Tokizaki 2016 Phonological Externalization of Morphosyntactic Structure: Universals and Variables
	publication			M. Vos 2004 The syntax of verbal pseudo-coordination in English and Afrikaans
	publication			D. Lightfoot 2006 Minimizing government: Deletion as cliticization
	publication			M. Friedemann 1997 Sujets syntaxiques : positions, inversions et pro
	publication			L. Rizzi 2000 Comparative syntax and language acquisition
	publication			M. Leonetti 2012 On contrastive readings in the interpretation of NPs/DPs
	publication			L. Kusmer 2020 Optimal Linearization: Prosodic displacement in Khoekhoegowab and Beyond
	publication			C. Huang 1993 LEXICAL STRUCTURE AND SYNTACTIC PROJECTION 1 ON LEXICAL STRUCTURE AND SYNTACTIC PROJECTION
	publication			L. Lombardi 1997 Laryngeal Features and Laryngeal Neutralization
	publication			Ludger Hoffmann 2010 Grundzüge der Phonologie
	publication			M. Walter 2007 Repetition Avoidance in Human Language
	publication			E. B. Siegal 2020 The NP-strategy for Expressing Reciprocity
	publication			A. Giannakidou & Suwon Yoon 2010 No NPI licensing in comparatives
	publication			R. Levine & G. Green 2000 Studies in Contemporary Phrase Structure Grammar
	publication			G. Schaarschmidt 2001 Slavic in Head-Driven Phrase Structure Grammar
	publication			Jiayi Lu & Jonathan Merchan & Lian Wang & Judith Degen 2024 Can Syntactic Log-Odds Ratio Predict Acceptability and Satiation?
	publication			W. D. Ellis 1939 A Source Book Of Gestalt Psychology
	publication			De Grammatica van Standaarden & Lisa Bylinina 2014 The grammar of standards: Judge-dependence, purpose-relativity, and comparison classes in degree constructions
	publication			M. Pickering & S. Barton & R. Shillcock 1994 Perspectives on Sentence Processing
	publication			Adrià Pardo Llibrer 2019 Qué puede aportar el estudio de corpus a la investigación sobre aproximativos: el caso de "apenas" en sincronía
	publication			L. Jenkins 1972 Modality in English syntax
	publication			P. Hendriks 2005 CROSS-MODULAR APPROACHES TO ELLIPSIS
	publication			M. Saiki 1987 Grammatical functions in the syntax of Japanese nominals
	publication			Ping Jiang-King 1996 Distributivity in Chinese Reciprocal Constructions
	publication			S. Hewitt 1990 The progressive in Breton i the light of the English progressive
	publication			G. Cinque 1986 Bare quantifiers, quantifiers NPs and the notion of operator at S-structure
	publication			Yuki Hirose & Yoshihisa Kitagawa 2010 Production-Perception Asymmetry in Wh-scope Marking1
Russell1905	publication			B. Russell  II.—On Denoting
Horn2001	publication			Laurence R. Horn 2001 A natural history of negation David Hume Series on Philosophy and Cognitive Science Reissues
	publication			  Special issue on “Probabilistic models of cognition
Nishigauchi1990a	publication			Taisuke Nishigauchi 1990 Quantification in Syntax
Vergnaud1974	publication			Vergnaud, Jean-Roger 1974 French relative clauses
AgbayaniZoerner2004	publication			Brian Agbayani & Ed Zoerner 2004 Gapping, pseudogapping and sideward movement
Dowty1991	publication			David R. Dowty 1991 Thematic proto-roles and argument selection
Holmberg2000	publication			A. Holmberg 2000 Scandinavian Stylistic Fronting: How Any Category Can Become an Expletive
Jacobsen2020	publication			W. Jacobsen 2020 6 Temporal categories: Interactions among tense, aspect, and nontemporal meaning
Kroll2019	publication			M. Kroll 2019 Polarity reversals under sluicing
KyleBJohnson2018	publication			Kyle B. Johnson 2018 Gapping and Stripping
MaunerTanenhausCarlson1995	publication			G. Mauner & M. Tanenhaus & G. Carlson 1995 A note on parallelism effects in processing deep and surface verb-phrase anaphora
TanakaEA2019	publication			Kyohei Tanaka & Isso Nakamura & Shinri Ohta & Naoki Fukui & M. Zushi & Hiroki Narita & K. Sakai 2019 Merge-Generability as the Key Concept of Human Language: Evidence From Neuroscience
RTeam2014	publication			R. Team 2014 R: A language and environment for statistical computing.
Zielonka1978	publication			Wojciech Zielonka 1978 A direct proof of the equivalence of free categorial grammars and simple phrase structure grammars
vanRooij2005	publication			R. Rooij 2005 A Modal Analysis of Presupposition and Modal Subordination
ChemlaBuccolaDautriche2019	publication			E. Chemla & Brian Buccola & Isabelle Dautriche 2019 Connecting Content and Logical Words
Lindström1966	publication			Perlindström 1966 First Order Predicate Logic with Generalized Quantifiers
Ledgeway2005	publication			Adam Ledgeway 2005 Moving through the left periphery: the dual complementiser system in the dialects of Southern Italy
Sigurðsson2004	publication			H. Sigurðsson 2004 The syntax of Person, Tense, and speech features
BaunazLander2018	publication			L. Baunaz & Eric T. Lander 2018 Syncretisms with the Nominal Complementizer
김일규2013	publication			김일규 2013 Is contrastive -(n)un prosodically different from non-contrastive -(n)un?
Suzuki1998	publication			Satoko Suzuki 1998 Tte and nante: Markers of psychological distance in Japanese conversation☆
Babby1987	publication			Babby, Leonard H. 1987 Case, prequantifiers, and discontinuous agreement in Russian,Natural
Bobaljik2010	publication			Bobaljik, Jonathan and Zocca, Cynthia 2010 Gender markedness: The anatomy of acounter-example
Boskovic2002c	publication			Bošković, Željko 2002 On multiple wh-fronting
Katada1991	publication			F. Katada 1991 The LF-representation of anaphora
Kenesei1992	publication			Kenesei, István 1992 On Hungarian complementizers, in István Kenesei and Csaba Pléh(eds
Kubota2012	publication			Yusuke Kubota 2012 The Presuppositional Nature of izyoo(-ni)and gurai Comparatives: A Note on Hayashishita (2007)
MooreMüller1998	publication			Moore, John and Müller, Gereon 1998 Turkish copy-raising and A-chain locality
Sugawa2008	publication			Sugawa, Seichi 2008 Ellipsis and repair effects
CohenKrifka2010	publication			Ariel Cohen and Manfred Krifka 2010 Superlative quantifiers as modifiers of meta-speech acts. The Baltic International Yearbook of Cognition
Sciullo1996	publication			A.-M. Sciullo 1996 Modularity and X0/XP asymmetry
	publication			H. Rullmann & Sigrid Beck 1998 Presupposition Projection and the Interpretation of 'which'-­Questions
	publication			Lukas Rieser 2017 Doubt, incredulity, and particles in Japanese falling interrogatives
	publication			Tanja Temmerman 2013 The syntax of Dutch embedded fragment answers: on the PF-theory of islands and the wh/sluicing correlation
	publication			Masatoshi Koizumi 1998 Remarks on Nominative Objects
	publication			Hiroaki Tada 1992 Nominative Objects in Japanese
	publication			A. van Hout & M. Kamiya & T. Roeper 2013 Passivization, reconstruction and edge phenomena: connecting English and Japanese nominalizations
	publication			H. Kishimoto 2012 Subject honorification and the position of subjects in Japanese
	publication			J. Hoeksema & J. Jacobs 1987 Syntax und Semantik der Negation im Deutschen
	publication			Satoshi Tomioka 2020 Topic
	publication			Fabio Del Prete & Sandro Zucchi 2020 Gender in conditionals
	publication			Qiaomei Fu & C. Posth & M. Hajdinjak & M. Petr & Swapan Mallick & D. Fernandes & Anja Furtwängler & W. Haak & M. Meyer & Alissa Mittnik & B. Nickel & Alexander Peltzer & N. Rohland & V. Slon & S. Talamo & Iosif Lazaridis & Mark Lipson & I. Mathieson & S. Schiffels & P. Skoglund & A. Derevianko & N. Drozdov & V. Slavinsky & A. Tsybankov & R. G. Cremonesi & F. Mallegni & B. Gély & E. Vacca & M. G. González Morales & L. Straus & Christine Neugebauer-Maresch & M. Teschler-Nicola & S. Constantin & O. Moldovan & S. Benazzi & M. Peresani & D. Coppola & Martina Lari & S. Ricci & A. Ronchitelli & F. Valentin & C. Thevenet & K. Wehrberger & D. Grigorescu & H. Rougier & I. Crevecoeur & D. Flas & P. Semal & M. Mannino & Christophe Cupillard & H. Bocherens & N. Conard & K. Harvati & V. Moiseyev & D. Drucker & J. Svoboda & M. Richards & D. Caramelli & R. Pinhasi & J. Kelso & N. Patterson & J. Krause & S. Pääbo & D. Reich 2016 The genetic history of Ice Age Europe
	publication			R. Truswell 2007 Extraction from adjuncts and the structure of events
	publication			Ken-ichi Takami 1988 Preposition stranding: Arguments against syntactic analyses and an alternative functional explanation
	publication			Myungkwan Park 2015 Extraction out of overt anaphora: Korean kule(h) 'so' versus English so
	publication			Miriam Engelhardt 2000 The Projection of Argument-Taking Nomials
	publication			Eman Al Khalaf & Bassil Mashaqba & Rawan Aldiqs 2024 The syntax of non-canonical coordination in Jordanian Arabic: An experimental investigation
	publication			Giorgia Zorzi 2018 Coordination and gapping in Catalan Sign Language  (LSC)
	publication			Ewa Trutkowski & H. Weiss 2023 Zeugen gesucht! Zur Geschichte des generischen Maskulinums im Deutschen
	publication			Urtzi Etxeberria & A. Giannakidou 2022 Referential vagueness, plurality, and discourse dependence
	publication			Mary A. Kato 2004 Linearization of Chains and Sideward Movement
	publication			Hans-Martin Gärtner 2023 Merge vs. "Lerge:" Problems of association
	publication			 2012 Two types of class B numeral modifiers: A reply to Nouwen 2010
	publication			David R. Dowty 1985 On recent analyses of the semantics of control
	publication			O. Kagan 2020 Change versus force in the Finnish case system
	publication			John M Henry 1932 Comparisons and Contrasts
	publication			Gerardo Fernández-Salgueiro 2023 On the properties of phase heads in raising and passive clauses: DP movement and Transfer options
	publication			Keun-won Sohn 2012 Apparent CP Deletion and DP Relatedness
	publication			Marwan Jarrah 2017 A Criterial Freezing approach to subject extraction in Jordanian Arabic
	publication			Lilián Guerrero 2019 Grammatical relations in Yaqui
	publication			J. Griffiths & M. Vries 2014 Parenthesis and presupposition in discourse
	publication			Serge Minor 2021 Dependent plurals and three levels of multiplicity
	publication			Anamaria Fălăuș 2014 (Partially) Free choice of alternatives
	publication			Martina Wiltschko 2009 √Root incorporation: Evidence from lexical suffixes in Halkomelem Salish
	publication			Sylvain Bromberger 1989 Why phonology is different
	publication			Maribel Romero 2004 Tense and Intensionality in Specificational Copular Sentences
	publication			G. Bouma 1990 Defaults in Unification Grammar
	publication			Eriko Kinoshita & K. Mineshima & D. Bekki 2018 Coercion as Proof Search in Dependent Type Semantics
	publication			Matthew Gotham 2017 A Model-Theoretic Reconstruction of Type-Theoretic Semantics for Anaphora
	publication			Jordan Needle 2022 Embedding HTLCG into LCGϕ\documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$\hbox {LCG}_\phi $$\end{document}
	publication			Robert Munro & Steven Bethard & V. Kuperman & V. T. Lai & R. Melnick & Christopher Potts & T. Schnoebelen & Harry J. Tily 2010 Crowdsourcing and language studies: the new generation of linguistic data
	publication			Andreas Kehl 2022 Extraction from Present Participle Adjuncts: The Relevance of the Corresponding Declaratives
	publication			Christopher Kennedy 1997 VP-deletion and nonparasitic gaps
	publication			J. Morgan 1969 On arguins about semantics
	publication			Alexis Wellwood & R. Pancheva & V. Hacquard & C. Phillips 2018 The Anatomy of a Comparative Illusion
	publication			R. Bod 2009 From Exemplar to Grammar: A Probabilistic Analogy-Based Model of Language Learning
	publication			Shigeru Miyagawa 2006 On the Undoing Property of Scrambling: A Response to Bokovi
	publication			G. Longobardi 1985 Connectedness, scope and C-command
	publication			J. Hurford 1980 Generative growing pains
	publication			Yoshiki Fujiwara & Hiroyuki Shimada 2023 Acquisition of overt and covert and: support for the semantic subset principle
	publication			 2019 The Sorites Paradox in Linguistics
	publication			P. Buneman & R. E. Frankel & R. Nikhil 1982 An implementation technique for database query languages
	publication			Teresa María Rodríguez Ramalle 2015 A discourse-based approach to some uses of the conjunction que in Romance languages
Kotek2019	publication			Hadas Kotek 2019 Composing Questions
HaleReiss2008	publication			Mark Hale & Charles Reiss 2008 The Phonological Enterprise
Byrant2006	publication			Byrant, Doreen 2006 Koordinationsellipsen im Spracherwerb: Die Verarbitung potentieller Gapping-Strukturen
Iwamoto2008	publication			Enoch Iwamoto 2008 Jishō asupekuto-ron [Treatise on event aspect
Sumi2002	publication			Yukimi Sumi 2002 Gendai-nihongo idō-dōshi no imiron [Semantics of verbs of motion in modern Japanese
Toosarvandani2013b	publication			Toosarvandani, Maziar 2013 Gapping is VP-ellipsis: A reply to Johnson
Puskas2000	publication			Genoveva Puskas 2000 Word Order in Hungarian: The Syntax of A-positions
Sawada2006	publication			Harumi Sawada 2006 Modaritii [Modality]
Gärdenfors1988	publication			Peter Gärdenfors 1988 Knowledge in flux
Bailyn2007	publication			Bailyn, John Frederick and Scott, Tanya 2007 Asymmetries in Russian multiple sluicing:A purely syntactic account
Kenesei2001	publication			Kenesei, István 2001 Criteria for auxiliaries in Hungarian
Toyoshima2000	publication			Takashi Toyoshima 2000 Heading for their Own Places
Whitman1988	publication			Whitman, John 1988 Discourse ellipsis and the identity of zero pronouns
Sadock1984	publication			Jerrold Sadock 1984 Whither radical pragmatics?
Kubozono2018	publication			Haruo Kubozono 2018 Pitch Accent
Escandell1999	publication			Victoria Escandell 1999 Los enunciados interrogativos. Aspectos semánticos y pragmáticos
Axel2009	publication			Katrin Axel 2009 Die Entstehung des dass-Satzes - ein neues Szenario
	publication			Raymond Reiter 1978 On Closed World Data Bases
Bobaljik2003	publication			J. Bobaljik 1998 Floating Quantifiers: Handle with care
Landman1986	publication			F. Landman 1986 Towards A Theory Of Information
Marantz1993	publication			A. Marantz 1993 Implications of asymmetries in double object constructions
Nevins2004	publication			A. Nevins 2005 Derivations without the Activity Condition
PoppelsKehler2019	publication			Till Poppels & A. Kehler 2019 Reconsidering asymmetries in voice-mismatched VP-ellipsis
Sprouse2013a	publication			M. Wagers 2013 Experimental Syntax and Island Effects: Memory mechanisms for wh -dependency formation and their implications for islandhood
HaegemanZanuttini1991	publication			L. Haegeman & R. Zanuttini 1991 NEGATIVE HEADS AND THE NEG CRITERION
Delacruz1976	publication			E. DeLaCruz 1976 FACTIVES AND PROPOSITION LEVEL CONSTRUCTIONS IN MONTAGUE GRAMMAR
Hacquard2006	publication			V. Hacquard 2006 Aspects of modality
Banfield1973	publication			Ann Banfield 1973 Narrative style and the grammar of direct and indirect speech
Takamine2010	publication			Kaori Takamine 2010 The postpositional hierarchy and its mapping to clause structure in Japanese
Hegarty2016	publication			Michael Hegarty 2016 Subjective meaning and modality
Bertomeu2005	publication			Bertomeu, Nuria and Kordoni, Valia 2005 Integrating pragmatic information in grammar: An analysis of intersentential ellipsis
Dadan2016	publication			Dadan, Marcin 2016 Preposition omission in sluicing: Teasing apart LF-copying and PFdeletion
Kehler1994	publication			Kehler, Andrew 1994 Common topics and coherent situations: Interpreting ellipsis inthe context of discourse inference
Kertz2008	publication			Kertz, Laura 2008 Focus structure and acceptability in verb phrase ellipsis
Melnik2007	publication			Melnik, Nurit 2007 Extending partial pro-drop in modern Hebrew: A comprehensiveanalysis
Narita2015	publication			Hiroki Narita 2015 *{t, t}
	publication			E. J. Krahmer 1995 Discourse and presupposition
	publication			K. Yabushita 2014 A Modal Scalar-Presuppositional Analysis of Only
	publication			Sachiko Kajimoto 2015 More Than and Scalar Implicatures
	publication			Emanuele Burei 2015 Prolegomena to a Semantic Theory for Natural Languages Based on Recursive Artihmetic
	publication			Daniel Büring & Christine A. Gunlogson 2000 Aren't Positive and Negative Polar Questions the Same?
	publication			P. Kerswill & P. Trudgill 2005 The birth of new dialects.
	publication			C. Fillmore 1985 Frames and the semantics of understanding
	publication			Curt Anderson & Marcin Morzycki & C. Schmitt & Alan Munn & Sebastian Löbner & Willi Geuder & Kyle Rawlins & Ezra Keshet & S. Solt & H. Rohde 2016 Kinds, epistemic indefinites, and some-exclamatives
	publication			E. Koktová 1987 ON THE SCOPING PROPERTIES OF NEGATION, FOCUSING PARTICLES AND SENTENCE ADVERBIALS
	publication			M. Bossi & M. Diercks 2019 V1 in Kipsigis: Head movement and discourse-based scrambling
	publication			Veneeta Dayal 2010 Locality in WH Quantification: Questions and Relative Clauses in Hindi
	publication			J. Benthem & A. T. Meulen 1996 Handbook of Logic and Language
	publication			M. Tomasello 2008 Origins of human communication
	publication			Mark C. Baker 1987 The Atoms of Language
	publication			D. Beaver & Craige Roberts & M. Simons & Judith Tonhauser 2017 At-issueness Does Not Predict Projection
	publication			M. Kistler 2006 Causation and Laws of Nature
	publication			D. Zaefferer 1991 Conditionals and Unconditionals: Cross-linguistic and Logical Aspects
	publication			C. Boeckx & Evelina Leivada & Pedro Tiago Martins 2013 Language and complexity considerations: A biolinguistic perspective
	publication			M. Yamane 2003 On interaction of first-language transfer and universal grammar in adult second language acquisition: WH-movement in L1-Japanese/L2-English interlanguage
	publication			Martin Honcoop & C. Barker 1998 Dynamic excursions on weak islands
	publication			Duk‐Ho An 2008 LOWER COPY PRONUNCIATION AND MULTIPLE WH-FRONTING IN ATB CONTEXTS ∗
	publication			F. R. Higgins 2015 The Pseudo-Cleft Construction in English
	publication			J. Jacobs 1992 Informationsstruktur und Grammatik
	publication			J. Garavito 2016 L2 knowledge of gender and number agreement in Spanish noun ellipsis
	publication			Noam Chomsky 1988 Generative grammar : its basis, development and prospects
	publication			Takeshi Oguro 2017 The True Nature of WH-the Hell Phrases
	publication			Liliana Sánchez 2002 LILIANA SANCHEZ SPELL-OUT CONDITIONS FOR INTERPRETABLE FEATURES IN L 1 AND L 2 / BILINGUAL SPANISH 1 The role of input in L 1 and L 2 / Bilingual acquisition in language contact situations 1
	publication			Scott A. Schwenter 2002 Discourse context and polysemy
	publication			B. Dancygier 1998 Conditionals and Prediction: Time, Knowledge and Causation in Conditional Constructions
	publication			G. Cinque 2008 “On the Order of wh-Phrases in Bulgarian Multiple wh-Fronting” , in Zybatow, Gerhild et al. (eds.). , . : (2008), pp.318-336
	publication			Yuji Takano 2012 Making rightward scrambling possible
	publication			Miki Obata & S. Epstein 2008 Deducing Improper Movement fromPhase-Based C-to-T Phi Transfer: Feature-Splitting Internal Merge
	publication			Koji Hoshi 2004 Japanese Relativization and Its Puzzling Hybrid Nature
	publication			Klaus Abels & A. Neeleman 2009 Universal 20 without the LCA
	publication			E. Aboh 2004 The Morphosyntax of Complement-Head Sequences
	publication			G. Tsoulas 2017 Long distance scrambling and anaphora
	publication			Anikó Csirmaz 2005 Semantics and phonology in syntax
	publication			L. Rizzi 2004 Locality and Left Periphery
	publication			A. Belletti & Carla Contemori 2012 Subjects in children’s object relatives in Italian
